orig_family,orig_name,orig_author,orig_binomial,orig_genus,orig_species,orig_infraspecies_rank,orig_infraspecies,sp6,wcvp_matched_name,wcvp_matched_authors,wcvp_matched_rank,wcvp_matched_status,wcvp_matched_plant_name_id,wcvp_matched_ipni_id,match_similarity,wcvp_accepted_plant_name_id,wcvp_accepted_powo_id,wcvp_accepted_ipni_id,wcvp_accepted_name,wcvp_accepted_name_genus,wcvp_accepted_name_species,wcvp_accepted_name_rank,wcvp_accepted_family,wcvp_accepted_name_infraspecific_rank,wcvp_accepted_name_infraspecies,wcvp_accepted_author,wcvp_accepted_authority,wcvp_lifeform_description,origmatches,row_id,wcvp_matched_name_gbif_id,wcvp_matched_name_gbif_scientificName,wcvp_matched_name_gbif_matchtype,wcvp_matched_name_gbif_status,wcvp_matched_name_gbif_acceptedScientificName,wcvp_accepted_name_gbif_id,wcvp_accepted_name_gbif_scientificName,wcvp_accepted_name_gbif_matchtype,wcvp_accepted_name_gbif_status,wcvp_accepted_name_gbif_acceptedScientificName
Myrtaceae,Eugenia principium,McVaugh,Eugenia principium,Eugenia,principium,,,EUGEPR,Eugenia principium,McVaugh,Species,Accepted,76471,98874-2,1,76471,98874-2,98874-2,Eugenia principium,Eugenia,principium,Species,Myrtaceae,,,McVaugh,McVaugh,shrub or tree,TRUE,102,5417515,Eugenia principium McVaugh,EXACT,PROVISIONALLY_ACCEPTED,,5417515,Eugenia principium McVaugh,EXACT,PROVISIONALLY_ACCEPTED,
Arecaceae,Euterpe precatoria,Mart.,Euterpe precatoria,Euterpe,precatoria,,,EUTEPR,Euterpe precatoria,Mart.,Species,Accepted,83104,666949-1,1,83104,666949-1,666949-1,Euterpe precatoria,Euterpe,precatoria,Species,Arecaceae,,,Mart.,Mart.,tree,TRUE,103,5293425,Euterpe precatoria Mart.,EXACT,ACCEPTED,,5293425,Euterpe precatoria Mart.,EXACT,ACCEPTED,
Rubiaceae,Faramea occidentalis,(L.) A.Rich.,Faramea occidentalis,Faramea,occidentalis,,,FARAOC,Faramea occidentalis,(L.) A.Rich.,Species,Accepted,84148,1187456-2,1,84148,1187456-2,1187456-2,Faramea occidentalis,Faramea,occidentalis,Species,Rubiaceae,,,A.Rich.,(L.) A.Rich.,shrub or tree,TRUE,104,2898087,Faramea occidentalis (L.) A.Rich.,EXACT,ACCEPTED,,2898087,Faramea occidentalis (L.) A.Rich.,EXACT,ACCEPTED,
Rubiaceae,Faramea ovalis,Standl.,Faramea ovalis,Faramea,ovalis,,,FARAOV,Faramea ovalis,Standl.,Species,Accepted,84156,103449-2,1,84156,103449-2,103449-2,Faramea ovalis,Faramea,ovalis,Species,Rubiaceae,,,Standl.,Standl.,shrub or tree,TRUE,105,2897955,Faramea ovalis Standl.,EXACT,ACCEPTED,,2897955,Faramea ovalis Standl.,EXACT,ACCEPTED,
Moraceae,Ficus citrifolia,Mill.,Ficus citrifolia,Ficus,citrifolia,,,FICUCI,Ficus citrifolia,Mill.,Species,Accepted,2809959,316340-2,1,2809959,316340-2,316340-2,Ficus citrifolia,Ficus,citrifolia,Species,Moraceae,,,Mill.,Mill.,tree,TRUE,106,5361938,Ficus citrifolia Mill.,EXACT,ACCEPTED,,5361938,Ficus citrifolia Mill.,EXACT,ACCEPTED,
Moraceae,Ficus colubrinae,Standl.,Ficus colubrinae,Ficus,colubrinae,,,FICUC1,Ficus colubrinae,Standl.,Species,Accepted,2809986,104489-2,1,2809986,104489-2,104489-2,Ficus colubrinae,Ficus,colubrinae,Species,Moraceae,,,Standl.,Standl.,tree,TRUE,107,5570299,Ficus colubrinae Standl.,EXACT,ACCEPTED,,5570299,Ficus colubrinae Standl.,EXACT,ACCEPTED,
Moraceae,Ficus hartwegii,Miq.,Ficus hartwegii,Ficus,hartwegii,,,FICUHA,Ficus hartwegii,Miq.,Species,Accepted,2810692,852958-1,1,2810692,852958-1,852958-1,Ficus hartwegii,Ficus,hartwegii,Species,Moraceae,,,Miq.,Miq.,tree,TRUE,108,5570703,Ficus hartwegii (Miq.) Miq.,EXACT,ACCEPTED,,5570703,Ficus hartwegii (Miq.) Miq.,EXACT,ACCEPTED,
Moraceae,Ficus insipida,Willd.,Ficus insipida,Ficus,insipida,,,FICUIN,Ficus insipida,Willd.,Species,Accepted,2810868,853024-1,1,2810868,853024-1,853024-1,Ficus insipida,Ficus,insipida,Species,Moraceae,,,Willd.,Willd.,tree,TRUE,109,6358534,Ficus insipida Willd.,EXACT,ACCEPTED,,6358534,Ficus insipida Willd.,EXACT,ACCEPTED,
Moraceae,Ficus matiziana,Dugand,Ficus matiziana,Ficus,matiziana,,,FICUBU,Ficus matiziana,Dugand,Species,Accepted,2811277,104625-2,1,2811277,104625-2,104625-2,Ficus matiziana,Ficus,matiziana,Species,Moraceae,,,Dugand,Dugand,tree,TRUE,110,5571399,Ficus matiziana Dugand,EXACT,ACCEPTED,,5571399,Ficus matiziana Dugand,EXACT,ACCEPTED,
Moraceae,Ficus maxima,Mill.,Ficus maxima,Ficus,maxima,,,FICUMA,Ficus maxima,Mill.,Species,Accepted,2811280,853200-1,1,2811280,853200-1,853200-1,Ficus maxima,Ficus,maxima,Species,Moraceae,,,Mill.,Mill.,tree,TRUE,111,5571386,Ficus maxima Mill.,EXACT,ACCEPTED,,5571386,Ficus maxima Mill.,EXACT,ACCEPTED,
Moraceae,Ficus tonduzii,Standl.,Ficus tonduzii,Ficus,tonduzii,,,FICUTO,Ficus tonduzii,Standl.,Species,Accepted,2812592,104743-2,1,2812592,104743-2,104743-2,Ficus tonduzii,Ficus,tonduzii,Species,Moraceae,,,Standl.,Standl.,tree,TRUE,112,5572425,Ficus tonduzii Standl.,EXACT,ACCEPTED,,5572425,Ficus tonduzii Standl.,EXACT,ACCEPTED,
Rubiaceae,Genipa americana,L.,Genipa americana,Genipa,americana,,,GENIAM,Genipa americana,L.,Species,Accepted,89085,751331-1,1,89085,751331-1,751331-1,Genipa americana,Genipa,americana,Species,Rubiaceae,,,L.,L.,tree,TRUE,113,2895593,Genipa americana L.,EXACT,ACCEPTED,,2895593,Genipa americana L.,EXACT,ACCEPTED,
Arecaceae,Geonoma calyptrogynoidea,Burret,Geonoma calyptrogynoidea,Geonoma,calyptrogynoidea,,,,Geonoma calyptrogynoidea,Burret,Species,Accepted,89310,108838-2,1,89310,108838-2,108838-2,Geonoma calyptrogynoidea,Geonoma,calyptrogynoidea,Species,Arecaceae,,,Burret,Burret,shrub or tree,TRUE,114,2734303,Geonoma calyptrogynoidea Burret,EXACT,ACCEPTED,,2734303,Geonoma calyptrogynoidea Burret,EXACT,ACCEPTED,
Arecaceae,Geonoma congesta,H.Wendl. ex Spruce,Geonoma congesta,Geonoma,congesta,,,GEONCO,Geonoma congesta,H.Wendl. ex Spruce,Species,Accepted,89328,667048-1,1,89328,667048-1,667048-1,Geonoma congesta,Geonoma,congesta,Species,Arecaceae,,,H.Wendl. ex Spruce,H.Wendl. ex Spruce,shrub or tree,TRUE,115,2734302,Geonoma congesta H.Wendl. ex Spruce,EXACT,ACCEPTED,,2734302,Geonoma congesta H.Wendl. ex Spruce,EXACT,ACCEPTED,
Arecaceae,Geonoma interrupta,(Ruiz & Pav.) Mart.,Geonoma interrupta,Geonoma,interrupta,,,GEONIN,Geonoma interrupta,(Ruiz & Pav.) Mart.,Species,Accepted,89405,667119-1,1,89405,667119-1,667119-1,Geonoma interrupta,Geonoma,interrupta,Species,Arecaceae,,,Mart.,(Ruiz & Pav.) Mart.,shrub or tree,TRUE,116,2734323,Geonoma interrupta (Ruiz & Pav.) Mart.,EXACT,ACCEPTED,,2734323,Geonoma interrupta (Ruiz & Pav.) Mart.,EXACT,ACCEPTED,
Arecaceae,Geonoma undata,Klotzsch,Geonoma undata,Geonoma,undata,,,GEONUN,Geonoma undata,Klotzsch,Species,Accepted,89592,667287-1,1,89592,667287-1,667287-1,Geonoma undata,Geonoma,undata,Species,Arecaceae,,,Klotzsch,Klotzsch,tree,TRUE,117,2734311,Geonoma undata Klotzsch,EXACT,ACCEPTED,,2734311,Geonoma undata Klotzsch,EXACT,ACCEPTED,
Euphorbiaceae,Gitara nicaraguensis,(Hemsl.) Card.-McTeag. & L.J.Gillespie,Gitara nicaraguensis,Gitara,nicaraguensis,,,ACIDNI,Gitara nicaraguensis,(Hemsl.) Card.-McTeag. & L.J.Gillespie,Species,Accepted,520849,77157252-1,1,520849,77157252-1,77157252-1,Gitara nicaraguensis,Gitara,nicaraguensis,Species,Euphorbiaceae,,,Card.-McTeag. & L.J.Gillespie,(Hemsl.) Card.-McTeag. & L.J.Gillespie,shrub or tree,TRUE,118,9349506,Gitara nicaraguensis (Hemsl.) Card.-McTeag. & L.J.Gillespie,EXACT,ACCEPTED,,9349506,Gitara nicaraguensis (Hemsl.) Card.-McTeag. & L.J.Gillespie,EXACT,ACCEPTED,
Nyctaginaceae,Guapira costaricana,(Standl.) Woodson,Guapira costaricana,Guapira,costaricana,,,GUAPCO,Guapira costaricana,(Standl.) Woodson,Species,Accepted,2833843,113925-2,1,2833843,113925-2,113925-2,Guapira costaricana,Guapira,costaricana,Species,Nyctaginaceae,,,Woodson,(Standl.) Woodson,tree,TRUE,119,3700190,Guapira costaricana (Standl.) Woodson,EXACT,ACCEPTED,,3700190,Guapira costaricana (Standl.) Woodson,EXACT,ACCEPTED,
Nyctaginaceae,Guapira myrtiflora,(Standl.) Little,Guapira myrtiflora,Guapira,myrtiflora,,,GUAPST,Guapira myrtiflora,(Standl.) Little,Species,Accepted,2833877,113955-2,1,2833877,113955-2,113955-2,Guapira myrtiflora,Guapira,myrtiflora,Species,Nyctaginaceae,,,Little,(Standl.) Little,tree,TRUE,120,3701155,Guapira myrtiflora (Standl.) Little,EXACT,ACCEPTED,,3701155,Guapira myrtiflora (Standl.) Little,EXACT,ACCEPTED,
Meliaceae,Guarea bullata,Radlk.,Guarea bullata,Guarea,bullata,,,GUARSP,Guarea bullata,Radlk.,Species,Accepted,2833949,114020-2,1,2833949,114020-2,114020-2,Guarea bullata,Guarea,bullata,Species,Meliaceae,,,Radlk.,Radlk.,tree,TRUE,121,3849647,Guarea bullata Radlk.,EXACT,SYNONYM,Guarea glabra subsp. glabra,3849647,Guarea bullata Radlk.,EXACT,SYNONYM,Guarea glabra subsp. glabra
Meliaceae,Guarea glabra,Vahl,Guarea glabra,Guarea,glabra,,,,Guarea glabra,Vahl,Species,Accepted,2834009,578602-1,1,2834009,578602-1,578602-1,Guarea glabra,Guarea,glabra,Species,Meliaceae,,,Vahl,Vahl,tree,TRUE,122,3190505,Guarea glabra Vahl,EXACT,ACCEPTED,,3190505,Guarea glabra Vahl,EXACT,ACCEPTED,
Meliaceae,Guarea grandifolia,DC.,Guarea grandifolia,Guarea,grandifolia,,,GUARGR,Guarea grandifolia,DC.,Species,Illegitimate,2834019,578612-1,1,2834025,114060-2,114060-2,Guarea guidonia,Guarea,guidonia,Species,Meliaceae,,,Sleumer,(L.) Sleumer,tree,TRUE,123,3852108,Guarea grandifolia DC.,EXACT,SYNONYM,Guarea guidonia (L.) Sleumer,3190500,Guarea guidonia (L.) Sleumer,EXACT,ACCEPTED,
Meliaceae,Guarea guidonia,(L.) Sleumer,Guarea guidonia,Guarea,guidonia,,,GUARGU,Guarea guidonia,(L.) Sleumer,Species,Accepted,2834025,114060-2,1,2834025,114060-2,114060-2,Guarea guidonia,Guarea,guidonia,Species,Meliaceae,,,Sleumer,(L.) Sleumer,tree,TRUE,124,3190500,Guarea guidonia (L.) Sleumer,EXACT,ACCEPTED,,3190500,Guarea guidonia (L.) Sleumer,EXACT,ACCEPTED,
Meliaceae,Guarea hoffmanniana,C.DC.,Guarea hoffmanniana,Guarea,hoffmanniana,,,GUARMA,Guarea hoffmanniana,C.DC.,Species,Accepted,2834030,578623-1,1,2834030,578623-1,578623-1,Guarea hoffmanniana,Guarea,hoffmanniana,Species,Meliaceae,,,C.DC.,C.DC.,tree,TRUE,125,3851927,Guarea hoffmanniana C.DC.,EXACT,ACCEPTED,,3851927,Guarea hoffmanniana C.DC.,EXACT,ACCEPTED,
Annonaceae,Guatteria dolichopoda,Donn.Sm.,Guatteria dolichopoda,Guatteria,dolichopoda,,,GUATDO,Guatteria dolichopoda,Donn.Sm.,Species,Accepted,2834340,114226-2,1,2834340,114226-2,114226-2,Guatteria dolichopoda,Guatteria,dolichopoda,Species,Annonaceae,,,Donn.Sm.,Donn.Sm.,tree,TRUE,126,3155869,Guatteria dolichopoda Donn.Sm.,EXACT,ACCEPTED,,3155869,Guatteria dolichopoda Donn.Sm.,EXACT,ACCEPTED,
Annonaceae,Guatteria lucens,Standl.,Guatteria lucens,Guatteria,lucens,,,GUATDU,Guatteria lucens,Standl.,Species,Accepted,2834447,114291-2,1,2834447,114291-2,114291-2,Guatteria lucens,Guatteria,lucens,Species,Annonaceae,,,Standl.,Standl.,tree,TRUE,127,3155712,Guatteria lucens Standl.,EXACT,ACCEPTED,,3155712,Guatteria lucens Standl.,EXACT,ACCEPTED,
Annonaceae,Guatteria oliviformis,Donn.Sm.,Guatteria oliviformis,Guatteria,oliviformis,,,GUATOL,Guatteria oliviformis,Donn.Sm.,Species,Accepted,2834509,114330-2,1,2834509,114330-2,114330-2,Guatteria oliviformis,Guatteria,oliviformis,Species,Annonaceae,,,Donn.Sm.,Donn.Sm.,tree,TRUE,128,3155971,Guatteria oliviformis Donn.Sm.,EXACT,ACCEPTED,,3155971,Guatteria oliviformis Donn.Sm.,EXACT,ACCEPTED,
Annonaceae,Guatteria tomentosa,Rusby,Guatteria tomentosa,Guatteria,tomentosa,,,GUATT1,Guatteria tomentosa,Rusby,Species,Accepted,2834644,114416-2,1,2834644,114416-2,114416-2,Guatteria tomentosa,Guatteria,tomentosa,Species,Annonaceae,,,Rusby,Rusby,tree,TRUE,129,3155933,Guatteria tomentosa Rusby,EXACT,ACCEPTED,,3155933,Guatteria tomentosa Rusby,EXACT,ACCEPTED,
Malvaceae,Guazuma ulmifolia,Lam.,Guazuma ulmifolia,Guazuma,ulmifolia,,,GUAZUL,Guazuma ulmifolia,Lam.,Species,Accepted,2834705,823393-1,1,2834705,823393-1,823393-1,Guazuma ulmifolia,Guazuma,ulmifolia,Species,Malvaceae,,,Lam.,Lam.,tree,TRUE,130,3152195,Guazuma ulmifolia Lam.,EXACT,ACCEPTED,,3152195,Guazuma ulmifolia Lam.,EXACT,ACCEPTED,
Rubiaceae,Guettarda foliacea,Standl.,Guettarda foliacea,Guettarda,foliacea,,,GUETFO,Guettarda foliacea,Standl.,Species,Accepted,93197,114537-2,1,93197,114537-2,114537-2,Guettarda foliacea,Guettarda,foliacea,Species,Rubiaceae,,,Standl.,Standl.,shrub or tree,TRUE,131,2894890,Guettarda foliacea Standl.,EXACT,ACCEPTED,,2894890,Guettarda foliacea Standl.,EXACT,ACCEPTED,
Lecythidaceae,Gustavia nana subsp. rhodantha,(Standl.) S.A.Mori,Gustavia nana,Gustavia,nana,subsp.,rhodantha,GUSTNA,Gustavia nana subsp. rhodantha,(Standl.) S.A.Mori,Subspecies,Accepted,314046,114962-2,1,314046,114962-2,114962-2,Gustavia nana subsp. rhodantha,Gustavia,nana,Subspecies,Lecythidaceae,subsp.,rhodantha,S.A.Mori,(Standl.) S.A.Mori,shrub or tree,TRUE,132,5383846,Gustavia nana subsp. rhodantha (Standl.) S.A.Mori,EXACT,ACCEPTED,,5383846,Gustavia nana subsp. rhodantha (Standl.) S.A.Mori,EXACT,ACCEPTED,
Lecythidaceae,Gustavia sessilis,S.A.Mori,Gustavia sessilis,Gustavia,sessilis,,,,Gustavia sessilis,S.A.Mori,Species,Accepted,314063,114977-2,1,314063,114977-2,114977-2,Gustavia sessilis,Gustavia,sessilis,Species,Lecythidaceae,,,S.A.Mori,S.A.Mori,tree,TRUE,133,5383832,Gustavia sessilis S.A.Mori,EXACT,ACCEPTED,,5383832,Gustavia sessilis S.A.Mori,EXACT,ACCEPTED,
Lecythidaceae,Gustavia superba,(Kunth) O.Berg,Gustavia superba,Gustavia,superba,,,GUSTSU,Gustavia superba,(Kunth) O.Berg,Species,Accepted,314067,323304-2,1,314067,323304-2,323304-2,Gustavia superba,Gustavia,superba,Species,Lecythidaceae,,,O.Berg,(Kunth) O.Berg,tree,TRUE,134,5383848,Gustavia superba (Kunth) O.Berg,EXACT,ACCEPTED,,5383848,Gustavia superba (Kunth) O.Berg,EXACT,ACCEPTED,
Malvaceae,Hampea appendiculata,Standl.,Hampea appendiculata,Hampea,appendiculata,,,HAMPAP,Hampea appendiculata,(Donn.Sm.) Standl.,Species,Accepted,2839117,117284-2,1,2839117,117284-2,117284-2,Hampea appendiculata,Hampea,appendiculata,Species,Malvaceae,,,Standl.,(Donn.Sm.) Standl.,shrub or tree,TRUE,135,7279624,Hampea appendiculata (Donn.Sm.) Standl.,EXACT,ACCEPTED,,7279624,Hampea appendiculata (Donn.Sm.) Standl.,EXACT,ACCEPTED,
Malvaceae,Hampea punctulata,Cuatrec.,Hampea punctulata,Hampea,punctulata,,,HAMPPU,Hampea punctulata,Cuatrec.,Species,Accepted,2839135,117302-2,1,2839135,117302-2,117302-2,Hampea punctulata,Hampea,punctulata,Species,Malvaceae,,,Cuatrec.,Cuatrec.,tree,TRUE,136,3940304,Hampea punctulata Cuatrec.,EXACT,ACCEPTED,,3940304,Hampea punctulata Cuatrec.,EXACT,ACCEPTED,
Bignoniaceae,Handroanthus chrysanthus,(Jacq.) S.O.Grose,Handroanthus chrysanthus,Handroanthus,chrysanthus,,,TAB1CH,Handroanthus chrysanthus,(Jacq.) S.O.Grose,Species,Accepted,347059,77085066-1,1,347059,77085066-1,77085066-1,Handroanthus chrysanthus,Handroanthus,chrysanthus,Species,Bignoniaceae,,,S.O.Grose,(Jacq.) S.O.Grose,tree,TRUE,137,6401337,Handroanthus chrysanthus (Jacq.) S.O.Grose,EXACT,ACCEPTED,,6401337,Handroanthus chrysanthus (Jacq.) S.O.Grose,EXACT,ACCEPTED,
Bignoniaceae,Handroanthus ochraceus,(Cham.) Mattos,Handroanthus ochraceus,Handroanthus,ochraceus,,,TAB1OC,Handroanthus ochraceus,(Cham.) Mattos,Species,Accepted,317151,117333-2,1,317151,117333-2,117333-2,Handroanthus ochraceus,Handroanthus,ochraceus,Species,Bignoniaceae,,,Mattos,(Cham.) Mattos,tree,TRUE,138,4092146,Handroanthus ochraceus (Cham.) Mattos,EXACT,ACCEPTED,,4092146,Handroanthus ochraceus (Cham.) Mattos,EXACT,ACCEPTED,
Salicaceae,Hasseltia floribunda,Kunth,Hasseltia floribunda,Hasseltia,floribunda,,,HASSFL,Hasseltia floribunda,Kunth,Species,Accepted,2840206,834658-1,1,2840206,834658-1,834658-1,Hasseltia floribunda,Hasseltia,floribunda,Species,Salicaceae,,,Kunth,Kunth,shrub or tree,TRUE,139,7760145,Hasseltia floribunda Kunth,EXACT,ACCEPTED,,7760145,Hasseltia floribunda Kunth,EXACT,ACCEPTED,
Chloranthaceae,Hedyosmum scaberrimum,Standl.,Hedyosmum scaberrimum,Hedyosmum,scaberrimum,,,HEDYSC,Hedyosmum scaberrimum,Standl.,Species,Accepted,2840926,167886-1,1,2840926,167886-1,167886-1,Hedyosmum scaberrimum,Hedyosmum,scaberrimum,Species,Chloranthaceae,,,Standl.,Standl.,tree,TRUE,140,3750465,Hedyosmum scaberrimum Standl.,EXACT,ACCEPTED,,3750465,Hedyosmum scaberrimum Standl.,EXACT,ACCEPTED,
Olacaceae,Heisteria acuminata,(Humb. & Bonpl.) Engl.,Heisteria acuminata,Heisteria,acuminata,,,HEISAC,Heisteria acuminata,(Bonpl.) Engl.,Species,Accepted,2842011,70029599-1,1,2842011,70029599-1,70029599-1,Heisteria acuminata,Heisteria,acuminata,Species,Olacaceae,,,Engl.,(Bonpl.) Engl.,tree,TRUE,141,7222047,Heisteria acuminata (Bonpl.) Engl.,EXACT,ACCEPTED,,7222047,Heisteria acuminata (Bonpl.) Engl.,EXACT,ACCEPTED,
Olacaceae,Heisteria concinna,Standl.,Heisteria concinna,Heisteria,concinna,,,HEISCO,Heisteria concinna,Standl.,Species,Accepted,2842032,118596-2,1,2842032,118596-2,118596-2,Heisteria concinna,Heisteria,concinna,Species,Olacaceae,,,Standl.,Standl.,tree,TRUE,142,7432012,Heisteria concinna Standl.,EXACT,ACCEPTED,,7432012,Heisteria concinna Standl.,EXACT,ACCEPTED,
Melastomataceae,Henriettea fascicularis,M.Gómez,Henriettea fascicularis,Henriettea,fascicularis,,,HEN1FA,Henriettea fascicularis,(Sw.) M.Gómez,Species,Accepted,3019593,120331-2,1,3019593,120331-2,120331-2,Henriettea fascicularis,Henriettea,fascicularis,Species,Melastomataceae,,,M.Gómez,(Sw.) M.Gómez,,TRUE,143,8949959,Henriettea fascicularis (Sw.) M.Gómez,EXACT,ACCEPTED,,8949959,Henriettea fascicularis (Sw.) M.Gómez,EXACT,ACCEPTED,
Malvaceae,Herrania purpurea,(Pittier) R.E.Schult.,Herrania purpurea,Herrania,purpurea,,,HERRPU,Herrania purpurea,(Pittier) R.E.Schult.,Species,Accepted,2847202,120768-2,1,2847202,120768-2,120768-2,Herrania purpurea,Herrania,purpurea,Species,Malvaceae,,,R.E.Schult.,(Pittier) R.E.Schult.,shrub or tree,TRUE,144,3668083,Herrania purpurea (Pittier) R.E.Schult.,EXACT,ACCEPTED,,3668083,Herrania purpurea (Pittier) R.E.Schult.,EXACT,ACCEPTED,
Phyllanthaceae,Hieronyma alchorneoides,Allemão,Hieronyma alchorneoides,Hieronyma,alchorneoides,,,HYERAL,Hieronyma alchorneoides,Allemão,Species,Accepted,99124,350066-1,1,99124,350066-1,350066-1,Hieronyma alchorneoides,Hieronyma,alchorneoides,Species,Phyllanthaceae,,,Allemão,Allemão,tree,TRUE,145,3079092,Hieronyma alchorneoides Allemão,EXACT,ACCEPTED,,3079092,Hieronyma alchorneoides Allemão,EXACT,ACCEPTED,
Phyllanthaceae,Hieronyma oblonga,(Tul.) Müll.Arg.,Hieronyma oblonga,Hieronyma,oblonga,,,HYEROB,Hieronyma oblonga,(Tul.) Müll.Arg.,Species,Accepted,99164,350078-1,1,99164,350078-1,350078-1,Hieronyma oblonga,Hieronyma,oblonga,Species,Phyllanthaceae,,,Müll.Arg.,(Tul.) Müll.Arg.,tree,TRUE,146,3079119,Hieronyma oblonga (Tul.) Müll.Arg.,EXACT,ACCEPTED,,3079119,Hieronyma oblonga (Tul.) Müll.Arg.,EXACT,ACCEPTED,
Chrysobalanaceae,Hirtella americana,L.,Hirtella americana,Hirtella,americana,,,HIRTAM,Hirtella americana,L.,Species,Accepted,370608,725498-1,1,370608,725498-1,725498-1,Hirtella americana,Hirtella,americana,Species,Chrysobalanaceae,,,L.,L.,tree,TRUE,147,2985148,Hirtella americana L.,EXACT,ACCEPTED,,2985148,Hirtella americana L.,EXACT,ACCEPTED,
Chrysobalanaceae,Hirtella latifolia,Prance,Hirtella latifolia,Hirtella,latifolia,,,HIRTLA,Hirtella latifolia,Prance,Species,Accepted,370703,123138-2,1,370703,123138-2,123138-2,Hirtella latifolia,Hirtella,latifolia,Species,Chrysobalanaceae,,,Prance,Prance,tree,TRUE,148,2985206,Hirtella latifolia Prance,EXACT,ACCEPTED,,2985206,Hirtella latifolia Prance,EXACT,ACCEPTED,
Chrysobalanaceae,Hirtella triandra,Sw.,Hirtella triandra,Hirtella,triandra,,,HIRTTR,Hirtella triandra,Sw.,Species,Accepted,370798,725631-1,1,370798,725631-1,725631-1,Hirtella triandra,Hirtella,triandra,Species,Chrysobalanaceae,,,Sw.,Sw.,tree,TRUE,149,2985089,Hirtella triandra Sw.,EXACT,ACCEPTED,,2985089,Hirtella triandra Sw.,EXACT,ACCEPTED,
Euphorbiaceae,Hura crepitans,L.,Hura crepitans,Hura,crepitans,,,HURACR,Hura crepitans,L.,Species,Accepted,100851,350060-1,1,100851,350060-1,350060-1,Hura crepitans,Hura,crepitans,Species,Euphorbiaceae,,,L.,L.,tree,TRUE,150,5380015,Hura crepitans L.,EXACT,ACCEPTED,,5380015,Hura crepitans L.,EXACT,ACCEPTED,
Violaceae,Hybanthus denticulatus,"H.E.Ballard, Wetter & N.Zamora",Hybanthus denticulatus,Hybanthus,denticulatus,,,HYBADE,Hybanthus denticulatus,"H.E.Ballard, Wetter & N.Zamora",Species,Accepted,2855284,315209-2,1,2855284,315209-2,315209-2,Hybanthus denticulatus,Hybanthus,denticulatus,Species,Violaceae,,,"H.E.Ballard, Wetter & N.Zamora","H.E.Ballard, Wetter & N.Zamora",shrub or tree,TRUE,151,4077862,"Hybanthus denticulatus H.E.Ballard, Wetter & N.Zamora",EXACT,ACCEPTED,,4077862,"Hybanthus denticulatus H.E.Ballard, Wetter & N.Zamora",EXACT,ACCEPTED,
Fabaceae,Inga acreana,Harms,Inga acreana,Inga,acreana,,,,Inga acreana,Harms,Species,Accepted,2864990,128353-2,1,2864990,128353-2,128353-2,Inga acreana,Inga,acreana,Species,Fabaceae,,,Harms,Harms,tree,TRUE,152,5357584,Inga acreana Harms,EXACT,ACCEPTED,,5357584,Inga acreana Harms,EXACT,ACCEPTED,
Fabaceae,Inga acrocephala,Steud.,Inga acrocephala,Inga,acrocephala,,,INGAAC,Inga acrocephala,Steud.,Species,Accepted,2898497,128354-2,1,2898497,128354-2,128354-2,Inga acrocephala,Inga,acrocephala,Species,Fabaceae,,,Steud.,Steud.,tree,TRUE,153,5357674,Inga acrocephala Steud.,EXACT,ACCEPTED,,5357674,Inga acrocephala Steud.,EXACT,ACCEPTED,
Fabaceae,Inga chocoensis,Killip ex T.S.Elias,Inga chocoensis,Inga,chocoensis,,,INGACH,Inga chocoensis,Killip ex T.S.Elias,Species,Accepted,2865135,128436-2,1,2865135,128436-2,128436-2,Inga chocoensis,Inga,chocoensis,Species,Fabaceae,,,Killip ex T.S.Elias,Killip ex T.S.Elias,tree,TRUE,154,5358081,Inga chocoensis Killip ex T.S.Elias,EXACT,ACCEPTED,,5358081,Inga chocoensis Killip ex T.S.Elias,EXACT,ACCEPTED,
Fabaceae,Inga coruscans,Humb. & Bonpl. ex Willd.,Inga coruscans,Inga,coruscans,,,INGAC2,Inga coruscans,Humb. & Bonpl. ex Willd.,Species,Accepted,2865182,128458-2,1,2865182,128458-2,128458-2,Inga coruscans,Inga,coruscans,Species,Fabaceae,,,Humb. & Bonpl. ex Willd.,Humb. & Bonpl. ex Willd.,tree,TRUE,155,5357627,Inga coruscans Humb. & Bonpl. ex Willd.,EXACT,ACCEPTED,,5357627,Inga coruscans Humb. & Bonpl. ex Willd.,EXACT,ACCEPTED,
Fabaceae,Inga dwyeri,M.Sousa,Inga dwyeri,Inga,dwyeri,,,INGADW,Inga dwyeri,M.Sousa,Species,Accepted,2865223,306641-2,1,2865223,306641-2,306641-2,Inga dwyeri,Inga,dwyeri,Species,Fabaceae,,,M.Sousa,M.Sousa,tree,TRUE,156,5357497,Inga dwyeri M.Sousa,EXACT,ACCEPTED,,5357497,Inga dwyeri M.Sousa,EXACT,ACCEPTED,
Fabaceae,Inga goldmanii,Pittier,Inga goldmanii,Inga,goldmanii,,,INGAGO,Inga goldmanii,Pittier,Species,Accepted,2865317,128516-2,1,2865317,128516-2,128516-2,Inga goldmanii,Inga,goldmanii,Species,Fabaceae,,,Pittier,Pittier,tree,TRUE,157,5357822,Inga goldmanii Pittier,EXACT,ACCEPTED,,5357822,Inga goldmanii Pittier,EXACT,ACCEPTED,
