orig_family,orig_name,orig_author,orig_binomial,orig_genus,orig_species,orig_infraspecies_rank,orig_infraspecies,sp6,wcvp_matched_name,wcvp_matched_authors,wcvp_matched_rank,wcvp_matched_status,wcvp_matched_plant_name_id,wcvp_matched_ipni_id,match_similarity,wcvp_accepted_plant_name_id,wcvp_accepted_powo_id,wcvp_accepted_ipni_id,wcvp_accepted_name,wcvp_accepted_name_genus,wcvp_accepted_name_species,wcvp_accepted_name_rank,wcvp_accepted_family,wcvp_accepted_name_infraspecific_rank,wcvp_accepted_name_infraspecies,wcvp_accepted_author,wcvp_accepted_authority,wcvp_lifeform_description,origmatches,row_id,wcvp_matched_name_gbif_id,wcvp_matched_name_gbif_scientificName,wcvp_matched_name_gbif_matchtype,wcvp_matched_name_gbif_status,wcvp_matched_name_gbif_acceptedScientificName,wcvp_accepted_name_gbif_id,wcvp_accepted_name_gbif_scientificName,wcvp_accepted_name_gbif_matchtype,wcvp_accepted_name_gbif_status,wcvp_accepted_name_gbif_acceptedScientificName
Fabaceae,Swartzia simplex,(Sw.) Spreng.,Swartzia simplex,Swartzia,simplex,,,SWARS2,Swartzia simplex,(Sw.) Spreng.,Species,Accepted,2598775,520020-1,1,2598775,520020-1,520020-1,Swartzia simplex,Swartzia,simplex,Species,Fabaceae,,,Spreng.,(Sw.) Spreng.,tree,TRUE,325,5352047,Swartzia simplex (Sw.) Spreng.,EXACT,ACCEPTED,,5352047,Swartzia simplex (Sw.) Spreng.,EXACT,ACCEPTED,
Fabaceae,Swartzia simplex var. grandiflora,(Raddi) R.S.Cowan,Swartzia simplex,Swartzia,simplex,var.,grandiflora,SWARS1,Swartzia simplex var. grandiflora,(Raddi) R.S.Cowan,Variety,Synonym,2491375,246782-2,1,2598775,520020-1,520020-1,Swartzia simplex,Swartzia,simplex,Species,Fabaceae,,,Spreng.,(Sw.) Spreng.,tree,TRUE,326,5352058,Swartzia simplex var. grandiflora (Raddi) R.S.Cowan,EXACT,SYNONYM,Swartzia simplex (Sw.) Spreng.,5352047,Swartzia simplex (Sw.) Spreng.,EXACT,ACCEPTED,
Clusiaceae,Symphonia globulifera,L.f.,Symphonia globulifera,Symphonia,globulifera,,,SYMPGL,Symphonia globulifera,L.f.,Species,Accepted,2484835,429281-1,1,2484835,429281-1,429281-1,Symphonia globulifera,Symphonia,globulifera,Species,Clusiaceae,,,L.f.,L.f.,tree,TRUE,327,8185162,Symphonia globulifera L.fil.,EXACT,ACCEPTED,,8185162,Symphonia globulifera L.fil.,EXACT,ACCEPTED,
Apocynaceae,Tabernaemontana arborea,Rose,Tabernaemontana arborea,Tabernaemontana,arborea,,,TAB2AR,Tabernaemontana arborea,Rose,Species,Accepted,200574,248839-2,1,200574,248839-2,248839-2,Tabernaemontana arborea,Tabernaemontana,arborea,Species,Apocynaceae,,,Rose,Rose,shrub or tree,TRUE,328,8416120,Tabernaemontana arborea Rose,EXACT,SYNONYM,Tabernaemontana arborea Rose ex Donn.Sm.,8416120,Tabernaemontana arborea Rose,EXACT,SYNONYM,Tabernaemontana arborea Rose ex Donn.Sm.
Apocynaceae,Tabernaemontana donnell-smithii,Rose,Tabernaemontana donnell-smithii,Tabernaemontana,donnell-smithii,,,STEMDO,Tabernaemontana donnell-smithii,Rose,Species,Accepted,200676,248857-2,1,200676,248857-2,248857-2,Tabernaemontana donnell-smithii,Tabernaemontana,donnell-smithii,Species,Apocynaceae,,,Rose,Rose,shrub or tree,TRUE,329,7453469,Tabernaemontana donnell-smithii Rose,EXACT,SYNONYM,Tabernaemontana donnell-smithii Rose ex J.D.Sm.,7453469,Tabernaemontana donnell-smithii Rose,EXACT,SYNONYM,Tabernaemontana donnell-smithii Rose ex J.D.Sm.
Apocynaceae,Tabernaemontana grandiflora,Jacq.,Tabernaemontana grandiflora,Tabernaemontana,grandiflora,,,STEMGR,Tabernaemontana grandiflora,Jacq.,Species,Accepted,200716,82139-1,1,200716,82139-1,82139-1,Tabernaemontana grandiflora,Tabernaemontana,grandiflora,Species,Apocynaceae,,,Jacq.,Jacq.,shrub or tree,TRUE,330,3617234,Tabernaemontana grandiflora Jacq.,EXACT,ACCEPTED,,3617234,Tabernaemontana grandiflora Jacq.,EXACT,ACCEPTED,
Apocynaceae,Tabernaemontana longipes,Donn.Sm.,Tabernaemontana longipes,Tabernaemontana,longipes,,,TAB2PE,Tabernaemontana longipes,Donn.Sm.,Species,Accepted,200782,248876-2,1,200782,248876-2,248876-2,Tabernaemontana longipes,Tabernaemontana,longipes,Species,Apocynaceae,,,Donn.Sm.,Donn.Sm.,shrub or tree,TRUE,331,3616346,Tabernaemontana longipes Donn.Sm.,EXACT,ACCEPTED,,3616346,Tabernaemontana longipes Donn.Sm.,EXACT,ACCEPTED,
Fabaceae,Tachigali versicolor,Standl. & L.O.Williams,Tachigali versicolor,Tachigali,versicolor,,,TACHVE,Tachigali versicolor,Standl. & L.O.Williams,Species,Accepted,2444793,248978-2,1,2444793,248978-2,248978-2,Tachigali versicolor,Tachigali,versicolor,Species,Fabaceae,,,Standl. & L.O.Williams,Standl. & L.O.Williams,tree,TRUE,332,2945191,Tachigali versicolor Standl. & L.O.Williams,EXACT,ACCEPTED,,2945191,Tachigali versicolor Standl. & L.O.Williams,EXACT,ACCEPTED,
Sapindaceae,Talisia croatii,Acev.-Rodr.,Talisia croatii,Talisia,croatii,,,TALIPR,Talisia croatii,Acev.-Rodr.,Species,Accepted,2521758,50426551-2,1,2521758,50426551-2,50426551-2,Talisia croatii,Talisia,croatii,Species,Sapindaceae,,,Acev.-Rodr.,Acev.-Rodr.,shrub or tree,TRUE,333,3788402,Talisia croatii Acev.-Rodr.,EXACT,ACCEPTED,,3788402,Talisia croatii Acev.-Rodr.,EXACT,ACCEPTED,
Sapindaceae,Talisia nervosa,Radlk.,Talisia nervosa,Talisia,nervosa,,,TALINE,Talisia nervosa,Radlk.,Species,Accepted,2520607,249235-2,1,2520607,249235-2,249235-2,Talisia nervosa,Talisia,nervosa,Species,Sapindaceae,,,Radlk.,Radlk.,shrub or tree,TRUE,334,3788079,Talisia nervosa Radlk.,EXACT,ACCEPTED,,3788079,Talisia nervosa Radlk.,EXACT,ACCEPTED,
Sapindaceae,Talisia princeps,Oliv. in Hook.,Talisia princeps,Talisia,princeps,,,,Talisia princeps,Oliv.,Species,Accepted,2520624,785333-1,1,2520624,785333-1,785333-1,Talisia princeps,Talisia,princeps,Species,Sapindaceae,,,Oliv.,Oliv.,tree,TRUE,335,3787985,Talisia princeps Oliv.,EXACT,ACCEPTED,,3787985,Talisia princeps Oliv.,EXACT,ACCEPTED,
Combretaceae,Terminalia amazonia,Exell in Pulle,Terminalia amazonia,Terminalia,amazonia,,,TERMAM,Terminalia amazonia,(J.F.Gmel.) Exell,Species,Accepted,2431494,250537-2,1,2431494,250537-2,250537-2,Terminalia amazonia,Terminalia,amazonia,Species,Combretaceae,,,Exell,(J.F.Gmel.) Exell,tree,TRUE,336,3699754,Terminalia amazonia (J.F.Gmel.) Exell,EXACT,SYNONYM,Terminalia amazonica (J.F.Gmel.) Exell,3699754,Terminalia amazonia (J.F.Gmel.) Exell,EXACT,SYNONYM,Terminalia amazonica (J.F.Gmel.) Exell
Combretaceae,Terminalia oblonga,Steud.,Terminalia oblonga,Terminalia,oblonga,,,TERMOB,Terminalia oblonga,(Ruiz & Pav.) Steud.,Species,Accepted,2434351,171280-1,1,2434351,171280-1,171280-1,Terminalia oblonga,Terminalia,oblonga,Species,Combretaceae,,,Steud.,(Ruiz & Pav.) Steud.,tree,TRUE,337,3189396,Terminalia oblonga (Ruiz & Pav.) Steud.,EXACT,ACCEPTED,,3189396,Terminalia oblonga (Ruiz & Pav.) Steud.,EXACT,ACCEPTED,
Salicaceae,Tetrathylacium johansenii,Standl.,Tetrathylacium johansenii,Tetrathylacium,johansenii,,,TET4JO,Tetrathylacium johansenii,Standl.,Species,Accepted,2923170,252004-2,1,2923170,252004-2,252004-2,Tetrathylacium johansenii,Tetrathylacium,johansenii,Species,Salicaceae,,,Standl.,Standl.,tree,TRUE,338,7796300,Tetrathylacium johansenii Standl.,EXACT,ACCEPTED,,7796300,Tetrathylacium johansenii Standl.,EXACT,ACCEPTED,
Rubiaceae,Tocoyena pittieri,Standl.,Tocoyena pittieri,Tocoyena,pittieri,,,TOCOPI,Tocoyena pittieri,(Standl.) Standl.,Species,Accepted,206933,254985-2,1,206933,254985-2,254985-2,Tocoyena pittieri,Tocoyena,pittieri,Species,Rubiaceae,,,Standl.,(Standl.) Standl.,shrub or tree,TRUE,339,2898256,Tocoyena pittieri (Standl.) Standl.,EXACT,ACCEPTED,,2898256,Tocoyena pittieri (Standl.) Standl.,EXACT,ACCEPTED,
Clusiaceae,Tovomita longifolia,Hochr.,Tovomita longifolia,Tovomita,longifolia,,,TOVOLO,Tovomita longifolia,(Rich.) Hochr.,Species,Accepted,2431385,255635-2,1,2431385,255635-2,255635-2,Tovomita longifolia,Tovomita,longifolia,Species,Clusiaceae,,,Hochr.,(Rich.) Hochr.,tree,TRUE,340,3711314,Tovomita longifolia (Rich.) Hochr.,EXACT,ACCEPTED,,3711314,Tovomita longifolia (Rich.) Hochr.,EXACT,ACCEPTED,
Clusiaceae,Tovomita stylosa,Hemsl.,Tovomita stylosa,Tovomita,stylosa,,,TOVOST,Tovomita stylosa,Hemsl.,Species,Accepted,2431352,429411-1,1,2431352,429411-1,429411-1,Tovomita stylosa,Tovomita,stylosa,Species,Clusiaceae,,,Hemsl.,Hemsl.,shrub or tree,TRUE,341,3710887,Tovomita stylosa Hemsl.,EXACT,ACCEPTED,,3710887,Tovomita stylosa Hemsl.,EXACT,ACCEPTED,
Cannabaceae,Trema micranthum,(L.) Blume,Trema micranthum,Trema,micranthum,,,TREMMI,Trema micranthum,(L.) Blume,Species,Accepted,2518720,1018059-2,1,2518720,1018059-2,1018059-2,Trema micranthum,Trema,micranthum,Species,Cannabaceae,,,Blume,(L.) Blume,shrub or tree,TRUE,342,2984501,Trema micranthum (L.) Blume,EXACT,ACCEPTED,,2984501,Trema micranthum (L.) Blume,EXACT,ACCEPTED,
Acanthaceae,Trichanthera gigantea,(Bonpl.) Nees,Trichanthera gigantea,Trichanthera,gigantea,,,TRI1GI,Trichanthera gigantea,(Bonpl.) Nees,Species,Accepted,2436833,56505-1,1,2436833,56505-1,56505-1,Trichanthera gigantea,Trichanthera,gigantea,Species,Acanthaceae,,,Nees,(Bonpl.) Nees,tree,TRUE,343,8138695,Trichanthera gigantea (Bonpl.) Nees,EXACT,ACCEPTED,,8138695,Trichanthera gigantea (Bonpl.) Nees,EXACT,ACCEPTED,
Meliaceae,Trichilia americana,(Sessé & Moc.) T.D.Penn.,Trichilia americana,Trichilia,americana,,,TRI2AM,Trichilia americana,(Sessé & Moc.) T.D.Penn.,Species,Accepted,2515186,909787-1,1,2515186,909787-1,909787-1,Trichilia americana,Trichilia,americana,Species,Meliaceae,,,T.D.Penn.,(Sessé & Moc.) T.D.Penn.,tree,TRUE,344,3852074,Trichilia americana (Sessé & Moc.) T.D.Penn.,EXACT,ACCEPTED,,3852074,Trichilia americana (Sessé & Moc.) T.D.Penn.,EXACT,ACCEPTED,
Meliaceae,Trichilia hirta,L.,Trichilia hirta,Trichilia,hirta,,,TRI2HI,Trichilia hirta,L.,Species,Accepted,2514977,322348-2,1,2514977,322348-2,322348-2,Trichilia hirta,Trichilia,hirta,Species,Meliaceae,,,L.,L.,tree,TRUE,345,3190494,Trichilia hirta L.,EXACT,ACCEPTED,,3190494,Trichilia hirta L.,EXACT,ACCEPTED,
Meliaceae,Trichilia pallida,Sw.,Trichilia pallida,Trichilia,pallida,,,TRI2PA,Trichilia pallida,Sw.,Species,Accepted,2515473,579573-1,1,2515473,579573-1,579573-1,Trichilia pallida,Trichilia,pallida,Species,Meliaceae,,,Sw.,Sw.,shrub or tree,TRUE,346,3190491,Trichilia pallida Sw.,EXACT,ACCEPTED,,3190491,Trichilia pallida Sw.,EXACT,ACCEPTED,
Meliaceae,Trichilia pleeana,C.DC.,Trichilia pleeana,Trichilia,pleeana,,,TRI2PL,Trichilia pleeana,(A.Juss.) C.DC.,Species,Accepted,2515412,579591-1,1,2515412,579591-1,579591-1,Trichilia pleeana,Trichilia,pleeana,Species,Meliaceae,,,C.DC.,(A.Juss.) C.DC.,tree,TRUE,347,3852019,Trichilia pleeana (A.Juss.) C.DC.,EXACT,ACCEPTED,,3852019,Trichilia pleeana (A.Juss.) C.DC.,EXACT,ACCEPTED,
Meliaceae,Trichilia tuberculata,C.DC.,Trichilia tuberculata,Trichilia,tuberculata,,,TRI2TU,Trichilia tuberculata,(Triana & Planch.) C.DC.,Species,Accepted,2515271,579709-1,1,2515271,579709-1,579709-1,Trichilia tuberculata,Trichilia,tuberculata,Species,Meliaceae,,,C.DC.,(Triana & Planch.) C.DC.,tree,TRUE,348,3850448,Trichilia tuberculata (Triana & Planch.) C.DC.,EXACT,ACCEPTED,,3850448,Trichilia tuberculata (Triana & Planch.) C.DC.,EXACT,ACCEPTED,
Malvaceae,Trichospermum galeottii,(Turcz.) Kosterm.,Trichospermum galeottii,Trichospermum,galeottii,,,TRI4GA,Trichospermum galeottii,(Turcz.) Kosterm.,Species,Synonym,2517572,257637-2,1,2518013,1213322-2,1213322-2,Trichospermum mexicanum,Trichospermum,mexicanum,Species,Malvaceae,,,Baill.,(DC.) Baill.,tree,TRUE,349,4261657,Trichospermum galeottii (Turcz.) Kosterm.,EXACT,ACCEPTED,,4261486,Trichospermum mexicanum (DC.) Baill.,EXACT,ACCEPTED,
Polygonaceae,Triplaris cumingiana,Fisch. & C.A.Mey. ex C.A.Mey.,Triplaris cumingiana,Triplaris,cumingiana,,,TRIPCU,Triplaris cumingiana,Fisch. & C.A.Mey.,Species,Accepted,2513062,697802-1,1,2513062,697802-1,697802-1,Triplaris cumingiana,Triplaris,cumingiana,Species,Polygonaceae,,,Fisch. & C.A.Mey.,Fisch. & C.A.Mey.,tree,TRUE,350,4038399,Triplaris cumingiana Fisch. & C.A.Mey. ex C.A.Mey.,EXACT,ACCEPTED,,4038399,Triplaris cumingiana Fisch. & C.A.Mey. ex C.A.Mey.,EXACT,ACCEPTED,
Moraceae,Trophis caucana,(Pittier) C.C.Berg,Trophis caucana,Trophis,caucana,,,OLMEAS,Trophis caucana,(Pittier) C.C.Berg,Species,Synonym,2515332,945890-1,1,2397233,854811-1,854811-1,Olmedia aspera,Olmedia,aspera,Species,Moraceae,,,Ruiz & Pav.,Ruiz & Pav.,tree,TRUE,351,3766728,Trophis caucana (Pittier) C.C.Berg,EXACT,SYNONYM,Olmedia aspera Poepp. & Endl.,3766625,Olmedia aspera Ruiz & Pav.,EXACT,SYNONYM,Olmedia aspera Poepp. & Endl.
Moraceae,Trophis involucrata,W.C.Burger,Trophis involucrata,Trophis,involucrata,,,TROPIN,Trophis involucrata,W.C.Burger,Species,Accepted,2516062,260198-2,1,2516062,260198-2,260198-2,Trophis involucrata,Trophis,involucrata,Species,Moraceae,,,W.C.Burger,W.C.Burger,tree,TRUE,352,3766623,Trophis involucrata W.C.Burger,EXACT,ACCEPTED,,3766623,Trophis involucrata W.C.Burger,EXACT,ACCEPTED,
Moraceae,Trophis racemosa,Urb.,Trophis racemosa,Trophis,racemosa,,,TROPRA,Trophis racemosa,(L.) Urb.,Species,Accepted,2516094,260203-2,1,2516094,260203-2,260203-2,Trophis racemosa,Trophis,racemosa,Species,Moraceae,,,Urb.,(L.) Urb.,tree,TRUE,353,2984648,Trophis racemosa (L.) Urb.,EXACT,ACCEPTED,,2984648,Trophis racemosa (L.) Urb.,EXACT,ACCEPTED,
Staphyleaceae,Turpinia occidentalis,(Sw.) G.Don,Turpinia occidentalis,Turpinia,occidentalis,,,TURPOC,Turpinia occidentalis,(Sw.) G.Don,Species,Accepted,2520930,785554-1,1,2520930,785554-1,785554-1,Turpinia occidentalis,Turpinia,occidentalis,Species,Staphyleaceae,,,G.Don,(Sw.) G.Don,tree,TRUE,354,5421358,Turpinia occidentalis (Sw.) G.Don,EXACT,ACCEPTED,,5421358,Turpinia occidentalis (Sw.) G.Don,EXACT,ACCEPTED,
Annonaceae,Unonopsis bullata,Maas & G.E.Schatz,Unonopsis bullata,Unonopsis,bullata,,,UNONBU,Unonopsis bullata,Maas & G.E.Schatz,Species,Accepted,2609076,77087203-1,1,2609076,77087203-1,77087203-1,Unonopsis bullata,Unonopsis,bullata,Species,Annonaceae,,,Maas & G.E.Schatz,Maas & G.E.Schatz,tree,TRUE,355,3648563,Unonopsis bullata Maas & G.E.Schatz,EXACT,ACCEPTED,,3648563,Unonopsis bullata Maas & G.E.Schatz,EXACT,ACCEPTED,
Annonaceae,Unonopsis darienensis,Maas & Westra,Unonopsis darienensis,Unonopsis,darienensis,,,,Unonopsis darienensis,Maas & Westra,Species,Accepted,2609080,77087207-1,1,2609080,77087207-1,77087207-1,Unonopsis darienensis,Unonopsis,darienensis,Species,Annonaceae,,,Maas & Westra,Maas & Westra,shrub or tree,TRUE,356,3648553,Unonopsis darienensis Maas & Westra,EXACT,ACCEPTED,,3648553,Unonopsis darienensis Maas & Westra,EXACT,ACCEPTED,
Annonaceae,Unonopsis panamensis,R.E.Fr.,Unonopsis panamensis,Unonopsis,panamensis,,,UNONPA,Unonopsis panamensis,R.E.Fr.,Species,Accepted,2447472,259517-2,1,2447472,259517-2,259517-2,Unonopsis panamensis,Unonopsis,panamensis,Species,Annonaceae,,,R.E.Fr.,R.E.Fr.,tree,TRUE,357,3157812,Unonopsis panamensis R.E.Fr.,EXACT,ACCEPTED,,3157812,Unonopsis panamensis R.E.Fr.,EXACT,ACCEPTED,
Annonaceae,Unonopsis pittieri,Saff.,Unonopsis pittieri,Unonopsis,pittieri,,,UNONPI,Unonopsis pittieri,Saff.,Species,Accepted,2447485,259521-2,1,2447485,259521-2,259521-2,Unonopsis pittieri,Unonopsis,pittieri,Species,Annonaceae,,,Saff.,Saff.,tree,TRUE,358,3157769,Unonopsis pittieri Saff.,EXACT,ACCEPTED,,3157769,Unonopsis pittieri Saff.,EXACT,ACCEPTED,
Caricaceae,Vasconcellea cauliflora,A.DC.,Vasconcellea cauliflora,Vasconcellea,cauliflora,,,CARICA,Vasconcellea cauliflora,(Jacq.) A.DC.,Species,Accepted,2458628,675769-1,1,2458628,675769-1,675769-1,Vasconcellea cauliflora,Vasconcellea,cauliflora,Species,Caricaceae,,,A.DC.,(Jacq.) A.DC.,shrub or tree,TRUE,359,3838758,Vasconcellea cauliflora (Jacq.) A.DC.,EXACT,ACCEPTED,,3838758,Vasconcellea cauliflora (Jacq.) A.DC.,EXACT,ACCEPTED,
Caricaceae,Vasconcellea pubescens,A.DC.,Vasconcellea pubescens,Vasconcellea,pubescens,,,VASCPU,Vasconcellea pubescens,A.DC.,Species,Accepted,2456766,675782-1,1,2456766,675782-1,675782-1,Vasconcellea pubescens,Vasconcellea,pubescens,Species,Caricaceae,,,A.DC.,A.DC.,tree,TRUE,360,3838768,Vasconcellea pubescens A.DC.,EXACT,ACCEPTED,,3838768,Vasconcellea pubescens A.DC.,EXACT,ACCEPTED,
Fabaceae,Vatairea erythrocarpa,(Ducke) Ducke,Vatairea erythrocarpa,Vatairea,erythrocarpa,,,VATAER,Vatairea erythrocarpa,(Ducke) Ducke,Species,Accepted,2935933,1032177-2,1,2935933,1032177-2,1032177-2,Vatairea erythrocarpa,Vatairea,erythrocarpa,Species,Fabaceae,,,Ducke,(Ducke) Ducke,tree,TRUE,361,2965130,Vatairea erythrocarpa (Ducke) Ducke,EXACT,ACCEPTED,,2965130,Vatairea erythrocarpa (Ducke) Ducke,EXACT,ACCEPTED,
Myristicaceae,Virola elongata,(Benth.) Warb.,Virola elongata,Virola,elongata,,,VIROEL,Virola elongata,(Benth.) Warb.,Species,Accepted,2452056,267153-2,1,2452056,267153-2,267153-2,Virola elongata,Virola,elongata,Species,Myristicaceae,,,Warb.,(Benth.) Warb.,tree,TRUE,362,7171876,Virola elongata (Benth.) Warb.,EXACT,ACCEPTED,,7171876,Virola elongata (Benth.) Warb.,EXACT,ACCEPTED,
Myristicaceae,Virola sebifera,Aubl.,Virola sebifera,Virola,sebifera,,,VIROSE,Virola sebifera,Aubl.,Species,Accepted,2451959,267199-2,1,2451959,267199-2,267199-2,Virola sebifera,Virola,sebifera,Species,Myristicaceae,,,Aubl.,Aubl.,tree,TRUE,363,3152846,Virola sebifera Aubl.,EXACT,ACCEPTED,,3152846,Virola sebifera Aubl.,EXACT,ACCEPTED,
Myristicaceae,Virola surinamensis,(Rol. ex Rottb.) Warb.,Virola surinamensis,Virola,surinamensis,,,VIROSU,Virola surinamensis,(Rol. ex Rottb.) Warb.,Species,Accepted,2451940,267202-2,1,2451940,267202-2,267202-2,Virola surinamensis,Virola,surinamensis,Species,Myristicaceae,,,Warb.,(Rol. ex Rottb.) Warb.,tree,TRUE,364,3152848,Virola surinamensis (Rol. ex Rottb.) Warb.,EXACT,ACCEPTED,,3152848,Virola surinamensis (Rol. ex Rottb.) Warb.,EXACT,ACCEPTED,
Lamiaceae,Vitex cymosa,Bert. ex Spreng.,Vitex cymosa,Vitex,cymosa,,,VITECY,Vitex cymosa,Bertero ex Spreng.,Species,Accepted,213409,865678-1,1,213409,865678-1,865678-1,Vitex cymosa,Vitex,cymosa,Species,Lamiaceae,,,Bertero ex Spreng.,Bertero ex Spreng.,tree,TRUE,365,7309596,Vitex cymosa Bertero ex Spreng.,EXACT,ACCEPTED,,7309596,Vitex cymosa Bertero ex Spreng.,EXACT,ACCEPTED,
Lamiaceae,Vitex masoniana,Pittier,Vitex masoniana,Vitex,masoniana,,,VITEMA,Vitex masoniana,Pittier,Species,Accepted,213611,265976-2,1,213611,265976-2,265976-2,Vitex masoniana,Vitex,masoniana,Species,Lamiaceae,,,Pittier,Pittier,tree,TRUE,366,3904365,Vitex masoniana Pittier,EXACT,ACCEPTED,,3904365,Vitex masoniana Pittier,EXACT,ACCEPTED,
Vochysiaceae,Vochysia allenii,Standl. & L.O.Williams,Vochysia allenii,Vochysia,allenii,,,VOCHAL,Vochysia allenii,Standl. & L.O.Williams,Species,Accepted,2461096,266274-2,1,2461096,266274-2,266274-2,Vochysia allenii,Vochysia,allenii,Species,Vochysiaceae,,,Standl. & L.O.Williams,Standl. & L.O.Williams,tree,TRUE,367,4030468,Vochysia allenii Standl. & L.O.Williams,EXACT,ACCEPTED,,4030468,Vochysia allenii Standl. & L.O.Williams,EXACT,ACCEPTED,
Rubiaceae,Warszewiczia coccinea,(Vahl) Klotzsch,Warszewiczia coccinea,Warszewiczia,coccinea,,,WARSCO,Warszewiczia coccinea,(Vahl) Klotzsch,Species,Accepted,214231,770293-1,1,214231,770293-1,770293-1,Warszewiczia coccinea,Warszewiczia,coccinea,Species,Rubiaceae,,,Klotzsch,(Vahl) Klotzsch,shrub or tree,TRUE,368,5340116,Warszewiczia coccinea (Vahl) Klotzsch,EXACT,ACCEPTED,,5340116,Warszewiczia coccinea (Vahl) Klotzsch,EXACT,ACCEPTED,
Malvaceae,Wercklea ferox,(Hooker) Fryxell,Wercklea ferox,Wercklea,ferox,,,WERCFE,Wercklea ferox,(Hook.) Fryxell,Species,Accepted,2465118,911628-1,1,2465118,911628-1,911628-1,Wercklea ferox,Wercklea,ferox,Species,Malvaceae,,,Fryxell,(Hook.) Fryxell,shrub,TRUE,369,3934937,Wercklea ferox (Hook.fil.) Fryxell,EXACT,ACCEPTED,,3934937,Wercklea ferox (Hook.fil.) Fryxell,EXACT,ACCEPTED,
Arecaceae,Wettinia quinaria,(O.F.Cook & Doyle) Burret,Wettinia quinaria,Wettinia,quinaria,,,WETTHI,Wettinia quinaria,(O.F.Cook & Doyle) Burret,Species,Accepted,214650,268491-2,1,214650,268491-2,268491-2,Wettinia quinaria,Wettinia,quinaria,Species,Arecaceae,,,Burret,(O.F.Cook & Doyle) Burret,tree,TRUE,370,2736948,Wettinia quinaria (O.F.Cook & Doyle) Burret,EXACT,ACCEPTED,,2736948,Wettinia quinaria (O.F.Cook & Doyle) Burret,EXACT,ACCEPTED,
Annonaceae,Xylopia bocatorena,Schery,Xylopia bocatorena,Xylopia,bocatorena,,,XYL1BO,Xylopia bocatorena,Schery,Species,Accepted,2468127,269774-2,1,2468127,269774-2,269774-2,Xylopia bocatorena,Xylopia,bocatorena,Species,Annonaceae,,,Schery,Schery,tree,TRUE,371,3157123,Xylopia bocatorena Schery,EXACT,ACCEPTED,,3157123,Xylopia bocatorena Schery,EXACT,ACCEPTED,
Salicaceae,Xylosma rubicunda,(H.Karst.) Gilg,Xylosma rubicunda,Xylosma,rubicunda,,,XYL2RU,Xylosma rubicunda,(H.Karst.) Gilg,Species,Accepted,2923249,269934-2,1,2923249,269934-2,269934-2,Xylosma rubicunda,Xylosma,rubicunda,Species,Salicaceae,,,Gilg,(H.Karst.) Gilg,tree,TRUE,372,7500009,Xylosma rubicundum (H.Karst.) Gilg,VARIANT,ACCEPTED,,7500009,Xylosma rubicundum (H.Karst.) Gilg,VARIANT,ACCEPTED,
Rutaceae,Zanthoxylum acuminatum,Sw.,Zanthoxylum acuminatum,Zanthoxylum,acuminatum,,,ZANTPR,Zanthoxylum acuminatum,(Sw.) Sw.,Species,Accepted,2470849,775552-1,1,2470849,775552-1,775552-1,Zanthoxylum acuminatum,Zanthoxylum,acuminatum,Species,Rutaceae,,,Sw.,(Sw.) Sw.,tree,TRUE,373,3833649,Zanthoxylum acuminatum (Sw.) Sw.,EXACT,ACCEPTED,,3833649,Zanthoxylum acuminatum (Sw.) Sw.,EXACT,ACCEPTED,
Rutaceae,Zanthoxylum panamense,P.Wilson,Zanthoxylum panamense,Zanthoxylum,panamense,,,ZANTP1,Zanthoxylum panamense,P.Wilson,Species,Accepted,2469056,270741-2,1,2469056,270741-2,270741-2,Zanthoxylum panamense,Zanthoxylum,panamense,Species,Rutaceae,,,P.Wilson,P.Wilson,tree,TRUE,374,3835690,Zanthoxylum panamense P.Wilson,EXACT,ACCEPTED,,3835690,Zanthoxylum panamense P.Wilson,EXACT,ACCEPTED,
